iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
329,2167.9462890625,88.6528549194336,556.855712890625,88.6528549194336,18324.59765625
330,2574.363525390625,164.7974090576172,826.8233032226562,88.6528549194336,18324.59765625
331,1504.8095703125,221.12863159179688,562.1959228515625,88.6528549194336,18324.59765625
332,2361.506591796875,189.30856323242188,835.363525390625,88.6528549194336,18324.59765625
333,1281.0311279296875,243.977294921875,720.6912231445312,88.6528549194336,18324.59765625
334,1017.791015625,183.44032287597656,510.1929016113281,88.6528549194336,18324.59765625
335,2490.6181640625,186.50564575195312,1100.9012451171875,88.6528549194336,18324.59765625
336,857.9640502929688,158.6531524658203,647.4067993164062,88.6528549194336,18324.59765625
337,2522.680908203125,230.8905792236328,987.2805786132812,88.6528549194336,18324.59765625
338,3562.9453125,275.7120361328125,645.6176147460938,88.6528549194336,18324.59765625
339,1546.2447509765625,100.4198989868164,499.2922668457031,88.6528549194336,18324.59765625
340,2158.622314453125,169.33096313476562,723.53271484375,88.6528549194336,18324.59765625
341,1470.3289794921875,182.8135986328125,1222.33935546875,88.6528549194336,18324.59765625
342,2811.998046875,243.0944366455078,1222.6434326171875,88.6528549194336,18324.59765625
343,1498.74755859375,170.12319946289062,941.7914428710938,88.6528549194336,18324.59765625
344,1804.8157958984375,191.20310974121094,624.5706787109375,88.6528549194336,18324.59765625
345,1693.9757080078125,183.91148376464844,724.1781616210938,88.6528549194336,18324.59765625
346,1739.5770263671875,137.29074096679688,590.408203125,88.6528549194336,18324.59765625
347,2058.035888671875,210.31890869140625,699.8998413085938,88.6528549194336,18324.59765625
348,2017.7977294921875,182.1227264404297,831.4630126953125,88.6528549194336,18324.59765625
349,1116.2567138671875,121.54639434814453,700.1897583007812,88.6528549194336,18324.59765625
350,2593.625732421875,187.7056427001953,618.59521484375,88.6528549194336,18324.59765625
351,2360.7255859375,183.87017822265625,763.658447265625,88.6528549194336,18324.59765625
352,1666.7720947265625,143.16603088378906,538.60009765625,88.6528549194336,18324.59765625
353,1831.955078125,124.0363540649414,520.4808349609375,88.6528549194336,18324.59765625
354,2065.798583984375,187.9218292236328,679.0635375976562,88.6528549194336,18324.59765625
355,975.662841796875,154.26771545410156,636.888671875,88.6528549194336,18324.59765625
356,1741.1138916015625,177.73561096191406,688.6837768554688,88.6528549194336,18324.59765625
357,2209.239990234375,291.5779724121094,975.0365600585938,88.6528549194336,18324.59765625
358,1177.8585205078125,228.6771240234375,966.6510620117188,88.6528549194336,18324.59765625
359,1695.3759765625,144.52012634277344,748.1283569335938,88.6528549194336,18324.59765625
360,2270.280029296875,270.7392578125,1075.38671875,88.6528549194336,18324.59765625
361,1490.4107666015625,259.9066162109375,717.5780639648438,88.6528549194336,18324.59765625
362,1140.243896484375,177.29563903808594,738.3410034179688,88.6528549194336,18324.59765625
363,1870.8199462890625,174.11221313476562,892.2457885742188,88.6528549194336,18324.59765625
364,1511.05615234375,166.94984436035156,559.6298217773438,88.6528549194336,18324.59765625
365,3813.1376953125,195.03729248046875,1978.36474609375,88.6528549194336,18324.59765625
366,2169.394287109375,160.56724548339844,1079.0262451171875,88.6528549194336,18324.59765625
367,3306.369384765625,168.92855834960938,522.7938232421875,88.6528549194336,18324.59765625
368,1262.7628173828125,187.541748046875,959.1439819335938,88.6528549194336,18324.59765625
